id,label,left_name,left_addr,left_city,left_phone,left_category,left_class,right_name,right_addr,right_city,right_phone,right_category,right_class
307,0,Orso,322 W. 46th St.,New York,+1-212-489-7212,Italian,316,Sparks Steak House,210 East 46th Street,New York City,+1-212-687-4855,Steakhouse,641
308,0,Monkey Bar,60 East 54th Street,New York,+1-212-838-2600,American,308,Oceana,'55 E. 54th Street',New York City,+1-212-759-5941,Seafood,50
309,0,Four Seasons Grill Room,99 E. 52nd St.,New York,+1-212-754-9494,American,34,La Grenouille,3 E. 52nd St.,New York City,+1-212-752-1495,French (Classic),623
310,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
311,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International Restaurant,89,Nava,3060 Peachtree Road,Atlanta,+1-404-240-1984,Southwestern,706
312,0,La Caravelle,33 W. 55th St.,New York,+1-212-586-4252,French,39,Menchanko-Tei,39 W. 55th St.,New York City,+1-212-247-1585,Japanese,627
313,0,Jewel of India,15 W. 44th St.,New York,+1-212-869-5544,Asian,273,Island Spice,402 W. 44th St.,New York City,+1-212-765-1737,Caribbean,37
314,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7111,Asian,662
315,0,Manora,3226 Mission Street,San Francisco,+1-415-861-6224,Asian,494,,,,,,unknown
316,1,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French,3,Bizou Cafe,14016 Ventura Boulevard,Sherman Oaks,+1-818-788-3536,French Bistro,3
317,1,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Continental,70,The Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7110,French (New),70
318,0,California Culinary Academy,625 Polk Street,San Francisco,+1-415-771-3500,French,463,Mario's Bohemian Cigar Store Cafe,2209 Polk Street,San Francisco,+1-415-776-8226,Italian,737
319,0,Vong,200 E. 54th St.,New York,+1-212-486-9592,American,373,Lutece,249 E. 50th St.,New York City,+1-212-752-2225,French (Classic),44
320,0,Bolo,23 E. 22nd St.,New York,+1-212-228-2200,Mediterranean,191,Arcadia,21 East 62nd Street,New York City,+1-212-223-2900,American (New),603
321,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International,89,` Brasserie Le Coze ',' 3393 Peachtree Road ',Atlanta,+1-404-266-1440,French Bistro,77
322,0,`Tavola Calda`,7371 Melrose Avenue,Los Angeles,+1-213-658-6340,Italian,165,Johnny Rockets (LA),7507 Melrose Avenue,Los Angeles,+1-213-651-3361,American,564
323,0,Fleur De Jour,348 E. 62nd St.,New York,+1-212-355-2020,Coffee Bar,245,Arcadia,21 E. 62nd St.,New York City,+1-212-223-2900,American (New),603
324,0,Le Spinasse,2 East 55th Street,New York,+1-212-339-6719,American,43,`Shun Lee Palace`,155 E. 55th St.,New York City,+1-212-371-8844,Chinese,60
325,1,Dawat,210 E. 58th St.,New York,+1-212-355-7555,Asian,32,Dawat,210 E. 58th St.,New York City,+1-212-355-7555,Indian,32
326,0,Bamboo Garden,4850 Flamingo Road,Las Vegas,+1-702-871-3262,Asian,425,Buzio's in the Rio,3700 W. Flamingo Rd.,Las Vegas,+1-702-252-7697,Seafood,658
327,0,Boulevard,1 Mission Street,San Francisco,+1-415-543-6084,American,96,Shiro,1505 Mission Street South,Pasadena,+1-818-799-4774,Pacific New Wave,594
328,1,March,405 E. 58th St.,New York,+1-212-754-6272,American,46,March,405 E. 58th St.,New York City,+1-212-754-6272,American (New),46
329,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4111,Buffet,424,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
330,0,'em Press Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,+1-702-733-4524,French (New),665
331,1,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,International Restaurant,89,Ritz-Carlton Cafe ( Buckhead ),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American ( New ),89
332,0,La Caravelle,33 W. 55th St.,New York,+1-212-586-4252,French,39,Aquavit,13 W. 54th St.,New York City,+1-212-307-7311,Scandinavian,24
333,1,Felidia,243 E. 58th St.,New York,+1-212-758-1479,Italian,33,Felidia,243 East 58th Street,New York City,+1-212-758-1479,Italian,33
334,0,'Em Pire Korea',6 E. 32nd St.,New York,+1-212-725-1333,Asian,233,La Grenouille,3 E. 52nd St.,New York City,+1-212-752-1495,French (Classic),623
335,0,Helmand,430 Broadway,San Francisco,+1-415-362-0641,Greek and Middle Eastern,479,` pho hoa ',' 642 broadway ',Chinatown,+1-213-626-5530,Vietnamese,585
336,0,Palisades,1829 Peachtree Road,Atlanta,+1-404-350-6755,Continental,410,Ritz-Carlton Cafe ( Atlanta ),181 Peachtree Street,Atlanta,+1-404-659-0400,American ( New ),711
337,1,Montrachet,239 W. Broadway Between Walker and White Streets,New York,+1-212-219-2777,French,49,Montrachet,239 West Broadway,New York City,+1-212-219-2777,French Bistro,49
338,0,Oritalia,1915 Fillmore Street,San Francisco,+1-415-346-1333,Italian,501,Plumpjack Cafe,3127 Fillmore Street,San Francisco,+1-415-563-4755,American (New),108
339,0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Continental,70,Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
340,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,+1-404-237-2700,International Cuisine,89,Brookhaven Cafe,4274 Peachtree Road,Atlanta,+1-404-231-5907,Vegetarian,682
341,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4111,Buffet,424,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
342,0,Planet Hollywood,140 West 57th Street,New York,+1-212-333-7827,American,328,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
343,0,Tommy Tang's,7313 Melrose Avenue,Los Angeles,+1-213-937-5733,Asian,167,Mo Better Meaty,7261 Melrose Avenue,Los Angeles,+1-213-935-5280,Hamburger,579
344,1,Le Montrachet,3000 W. Paradise Rd.,Las Vegas,+1-702-732-5111,Continental,69,Le Montrachet Bistro,3000 Paradise Road,Las Vegas,+1-702-732-5651,French Bistro,69
345,0,Yolie's,3900 Paradise Road,Las Vegas,+1-702-794-0700,Steak House,452,Joe's,1023 Abbott Kinney Boulevard,Venice,+1-310-399-5811,American (New),560
346,0,`annie 's thai castle`,'3195 roswell rd.',Atlanta,+1-404-264-9546,Asian,381,Cafe Sunflower,5975 Roswell Road,Atlanta,+1-404-256-1675,Health Food,683
347,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,+1-702-733-3111,Coffee Shop,431,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouse,667
348,0,French Quarter Food Shop,923 Peachtree Street at 8th Street,Atlanta,+1-404-875-2489,Southern,396,Ritz-Carlton Cafe ( Atlanta ),181 Peachtree Street,Atlanta,+1-404-659-0400,American ( New ),711
349,0,French Quarter Food Shop,923 Peachtree Street at 8th Street,Atlanta,+1-404-875-2489,Southern,396,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,+1-404-659-0400,French,91
350,0,Mambo Restaurante Cubano,1402 N. Highland Ave.,Atlanta,+1-404-874-2626,Caribbean,406,Indigo Coastal Grill,1397 N. Highland Ave.,Atlanta,+1-404-876-0676,Eclectic,84
351,0,Masa's,648 Bush Street,San Francisco,+1-415-989-7154,French,106,Kelly's on Trinity,333 Bush Street,San Francisco,+1-415-362-4454,Californian,733
352,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,+1-702-735-4663,Italian,427,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
353,1,La Folie,2316 Polk Street,San Francisco,+1-415-776-5577,French,104,La Folie,2316 Polk Street,San Francisco,+1-415-776-5577,French (New),104
354,0,Border Grill,4th Street,Los Angeles,+1-310-451-1655,Mexican,116,Andre's French Restaurant,401 S. 6th St.,Las Vegas,+1-702-385-5016,French (Classic),656
355,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,+1-702-369-6300,Californian,670
356,0,Dive,10250 Santa Monica Boulevard,Los Angeles,+1-310-788,American Diner,128,Jiraffe,502 Santa Monica Boulevard,Santa Monica,+1-310-917-6671,Californian,558
357,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,+1-702-733-3111,Coffee Shop,431,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouses,72
358,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,+1-702-894-7350,Continental,657
359,1,The Palm,9001 Santa Monica Boulevard,Los Angeles,+1-310-550-8811,American,15,Palm The,9001 Santa Monica Boulevard,West Hollywood,+1-310-550-8811,Steakhouse,15
360,0,Tom Tom,3393 Peachtree Road,Atlanta,+1-404-264-1163,Continental,422,La Grotta,2637 Peachtree Road Northeast,Atlanta,+1-404-231-1368,Italian,85
361,1,Buckhead Diner,3073 Piedmont Road,Atlanta,+1-404-262-3336,American,78,Buckhead Diner,3073 Piedmont Road,Atlanta,+1-404-262-3336,American (New),78
362,0,` Alley \ 's End ,311 W. 17th St. ,New York,+1-212-627-8899,American,178,Cafe des Artistes,1 West 67th Street,New York City,+1-212-877-3500,French (Classic),27
363,0,Masa's,648 Bush Street,San Francisco,+1-415-989-7154,French,106,Martha's,22nd Street Grill,St. Hermosa Beach,+1-310-376-7786,American,575
364,0,C'S Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steak House,72,Peter Lugers Steak House,178 Broadway,Brooklyn,+1-718-387-7400,Steakhouse,637
365,0,`alley`s end`,311 W. 17th St.,New York,+1-212-627-8899,American,178,Yama,122 E. 17th St.,New York City,+1-212-475-0969,Japanese,654
366,1,Ritz-Carlton Restaurant and Dining Room,600 Stockton Street,San Francisco,+1-415-296-7465,American,110,Ritz-Carlton Dining Room (San Francisco),600 Stockton Street,San Francisco,+1-415-296-7465,French (New),110
367,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Buffet,437,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
368,0,China Grill,60 West 53rd Street,New York,+1-212-333-7788,American,219,La Cote Basque,60 W. 55th St.,New York City,+1-212-688-6525,French (Classic),40
369,0,Tavola Calda,7371 Melrose Avenue,Los Angeles,+1-213-658-6340,Italian,165,Mo Better Meatty Meat,7261 Melrose Avenue,Los Angeles,+1-213-935-5280,Hamburgers,579
370,0,Eclipse,8800 Melrose Avenue,Los Angeles,+1-310-724-5959,Californian,132,Johnny Rockets (La) ,7507 Melrose Avenue,Los Angeles,+1-213-651-3361,American,564
371,1,The Hotel Bel-Air,701 Stone Canyon Road,Bel Air,+1-310-472-1211,Californian,2,Bel-Air Hotel,701 Stone Canyon Road,Bel Air,+1-310-472-1211,Californian,2
372,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,The Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7110,French (New),70
373,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,+1-702-733-4524,French (New),665
374,0,Bistro Roti,155 Steuart Street,San Francisco,+1-415-495-6500,French,457,Bistro The,56 E Andrews Dr NW,Atlanta,+1-404-231-5733,French Bistro,679
375,0,Taste of New Orleans,889 W. Peachtree St.,Atlanta,+1-404-874-5535,Southern,421,Ritz-Carlton Cafe (Atlanta),181 Peachtree Street,Atlanta,+1-404-659-0400,American (New),711
376,0,HONG KONG FLOWER LOUNGE,5322 Geary Boulevard,San Francisco,+1-415-668-8998,Asian,480,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,+1-415-668-6654,Thai,103
377,0,Posto,14928 Ventura Boulevard,Sherman Oaks,+1-818-784-4400,Italian,156,Nozawa,11288 Ventura Boulevard,Studio City,+1-818-508-7017,Japanese,595
378,0,Binion's Coffee Shop,128 Fremont Street,Las Vegas,+1-702-382-1600,Coffee Shop,428,Second Street Grill,200 E. Fremont St.,Las Vegas,+1-702-385-6277,Pacific Rim,71
379,0,Mary Mac's Tea Room,224 Ponce de Leon Avenue,Atlanta,+1-404-876-1800,Southern,86,Java Jive,790 Ponce De Leon Ave.,Atlanta,+1-404-876-6161,Coffee Shop,698
380,0,Lé Colonial,8783 Beverly Boulevard,Los Angeles,+1-310-289-0660,Asian,144,Tommy's,2575 Beverly Boulevard,Los Angeles,+1-213-389-9060,Hamburger,598
381,1,Picholine,35 West 64th Street,New York,+1-212-724-8585,Mediterranean,53,Picholine,35 W. 64th St.,New York City,+1-212-724-8585,Mediterranean,53
382,0,Vong,200 E. 54th St.,New York,+1-212-486-9592,American,373,Oceana,55 E. 54th St.,New York City,+1-212-759-5941,Seafood,50
383,0,Carta,1772 Market Street,San Francisco,+1-415-863-3516,American,465,Cafe Flore,2298 Market Street,San Francisco,+1-415-621-8579,Californian,722
384,0,Mikado,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Asian,446,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7331,Italian,674
385,0,Eclipse,8800 Melrose Avenue,Los Angeles,+1-310-724-5959,Californian,132,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,California,16
386,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Coffee Shop,433,'E'm Eriel's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
387,0,Pano's and Paul's,1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,International,88,Riviera,519 E. Paces Ferry Rd.,Atlanta,+1-404-262-7112,Mediterranean,712
388,0,Monkey Bar,60 E. 54th St.,New York,+1-212-838-2600,American,308,Aquavit,13 West 54th Street,New York City,+1-212-307-7311,Scandinavian,24
389,0,Em Press Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7888,Asian,438,Coyote Cafe (Las Vegas),3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
390,0,Virgil's,152 W. 44th St.,New York,+1-212-921-9494,American,66,Island Spice,402 W. 44th St.,New York City,+1-212-765-1737,Caribbean,37
391,1,Campton Place,340 Stockton Street,San Francisco,+1-415-955-5555,American,98,Campton Place,340 Stockton Street,San Francisco,+1-415-955-5555,American (New),98
392,0,Dante's Down The Hatch Buckhead,3380 Peachtree Road,Atlanta,+1-404-266-1600,Continental,393,La Grotta,2637 Peachtree Road Northeast,Atlanta,+1-404-231-1368,Italian,85
393,0,Luna Si,1931 Peachtree Road Northeast,Atlanta,+1-404-355-5993,Continental,405,La Grotta,2637 Peachtree Road Northeast,Atlanta,+1-404-231-1368,Italian,85
394,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Buffet,437,` Palace Court ',' 3570 Las Vegas Boulevard South ',` Las Vegas ',+1-702-731-7110,French ( New ),70
395,0,Twenty One Club,21 West 52nd Street,New York,+1-212-582-7200,American,23,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623
396,0,Border Grill,4th Street,Los Angeles,+1-310-451-1655,Mexican,116,Island Spice,402 W. 44th St.,New York City,+1-212-765-1737,Caribbean,37
397,0,Palisades,1829 Peachtree Road,Atlanta,+1-404-350-6755,Continental,410,Abruzzi,2355 Peachtree Road Northeast,Atlanta,+1-404-261-8186,Italian,74
398,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4111,Buffet,424,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
399,0,California Culinary Academy,625 Polk Street,San Francisco,+1-415-771-3500,French,463,Wa-Ha-Ka Oaxaca Mexican Grill,2141 Polk Street,San Francisco,+1-415-775-1055,Mexican,752
400,0,Le Madri,168 W. 18th St.,New York,+1-212-727-8022,Italian,289,Lés Cëlëbrités,155 W. 58th St.,New York City,+1-212-484-5113,French (Classic),42
401,0,Palisades,1829 Peachtree Road Northeast,Atlanta,+1-404-350-6755,Continental,410,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,American (New),90
402,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,The Steak House,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Steakhouse,72
403,1,Toulouse,B Peachtree Road,Atlanta,+1-404-351-9533,French,92,Toulouse,293-B Peachtree Road,Atlanta,+1-404-351-9533,French (New),92
404,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,+1-702-733-3111,Coffee Shop,431,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,+1-702-733-4524,French (New),665
405,0,Two Two Two,222 W. 79th Street,New York,+1-212-799-0400,American,368,Edison Cafe,228 West 47th Street,New York City,+1-212-840-5000,Diner,611
406,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68,Michael's,3595 Las Vegas Boulevard South,Las Vegas,+1-702-737-7111,Continental,664
407,0,Des Alpes,732 Broadway,San Francisco,+1-415-788-9900,French,468,Carmines,2450 Broadway Between 90th And 91st Streets,New York,+1-212-362-2200,Italian,28
408,0,,,,,,unknown,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
409,0,The Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,International,90,White House Restaurant,3172 Peachtree Road Northeast,Atlanta,+1-404-237-7601,Diner,719
410,1,Mary Mac's Tea Room,224 Ponce De Leon Avenue,Atlanta,+1-404-876-1800,Southern,86,Mary Mac's Tea Room,224 Ponce De Leon Avenue,Atlanta,+1-404-876-1800,Southern/Soul,86
411,0,Morton's,8764 Melrose Avenue,Los Angeles,+1-310-276-5205,American,148,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16
412,1,I Rex Il Ristorante,617 S. Olive St.,Los Angeles,+1-213-627-2300,Italian,19,Rex Il Ristorante,617 S. Olive Street,Los Angeles,+1-213-627-2300,Nuova Cucina Italiana,19
413,1,Uncle Nick's,747 9th Avenue Between 50th And 51st Streets,New York,+1-212-315-1726,Mediterranean,64,Uncle Nick's,747 Ninth Avenue,New York City,+1-212-245-7992,Greek,64
414,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,+1-702-732-6330,Coffee Shop,448,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Chinese,67
415,0,Lé Madri,168 W. 18th St.,New York,+1-212-727-8022,Italian,289,` San Francisco BBQ ',1328 18th Street ,San Francisco ,+1-415-431-8956,Thai,744
416,0,Pano's and Paul's,1232 W. Paces Ferry Rd.,Atlanta,+1-404-261-3662,International,88,Hedgerose Heights Inn The,490 E. Paces Ferry Rd. NE,Atlanta,+1-404-233-7673,Continental,82
417,0,Ernie's,2150 Broadway Between 75th And 76th Streets,New York,+1-212-496-1588,American,234,Rae's,2901 Pico Boulevard,Santa Monica,+1-310-828-7937,Diner,589
418,0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,+1-702-733-8899,Asian,67,'Em Eriol's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
419,0,Carnival World,3700 W. Flamingo Road,Las Vegas,+1-702-252-7777,Buffet,435,Fiore Rotisserie & Grille,3700 W. Flamingo Road,Las Vegas,+1-702-252-7702,Italian,660
420,0,Moose's,1652 Stockton Street,San Francisco,+1-415-989-7800,Mediterranean,498,Joe's,1023 Abbot Kinney Boulevard,Venice,+1-310-399-5811,American (New),560
421,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,+1-310-550-8811,American,15,Jiraffe,502 Santa Monica Boulevard,Santa Monica,+1-310-917-6671,Californian,558
422,0,Swingers,8020 Beverly Boulevard,Los Angeles,+1-213-653-5858,American,164,Koo Koo Roo,8393 W. Beverly Blvd.,Los Angeles,+1-213-655-9045,Chicken,567
423,0,Jean Lafitte,68 W. 58th Street,New York,+1-212-751-2323,French,272,Manhattan Ocean Club,57 W. 58th St.,New York City,+1-212-371-7777,Seafood,45
424,0,Ton Kiang,3148 Geary Boulevard,San Francisco,+1-415-752-4440,Asian,522,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,+1-415-668-6654,Thai,103
425,0,Vong,200 E. 54th St.,New York,+1-212-486-9592,American,373,Wollensky's Grill,205 East 49th Street,New York City,+1-212-753-0444,Steakhouses,653
426,0,Eclipse,8800 Melrose Avenue,Los Angeles,+1-310-724-5959,Californian,132,Citrus,6703 Melrose Avenue,Los Angeles,+1-213-857-0034,Californian,6
427,0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7547,Continental,70,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7349,Southwestern,68
428,0,` le montrachet '`,3000 W. Paradise Rd.,Las Vegas,+1-702-732-5111,Continental,69,Nicky Blair's,3925 Paradise Road,Las Vegas,+1-702-792-9900,Italian,668
429,0,Mandarin Court,1510 E. Flamingo Road,Las Vegas,+1-702-737-1234,Asian,443,'Tillerman The ',2245 E. Flamingo Road,Las Vegas,+1-702-731-4036,Steakhouses,73
430,0,Second Street Grille,200 E. Fremont St.,Las Vegas,+1-702-385-3232,Seafood,71,The ' Steakhouse ,128 E. Fremont Street,Las Vegas,+1-702-382-1600,Steakhouse,671
431,0,Border Grill',4th St.,Los Angeles,+1-310-451-1655,Mexican,116,Veni Vidi Vici,41 14th St.,Atlanta,+1-404-875-8424,Italian,93
432,1,Le Spinasse,2 E. 55th Street,New York,+1-212-339-6719,American,43,L'Espinasse (New York City),2 E. 55th St.,New York City,+1-212-339-6719,Asian,43
433,0,Felidia,243 East 58th Street,New York,+1-212-758-1479,Italian,33,L'Espinasse (New York),2 E. 55th St.,New York,+1-212-339-6719,Asian,43
434,1,`Gotham Bar & Grill`,12 E. 12th St.,New York,+1-212-620-4020,American,35,Gotham Bar & Grill,12 E. 12th Street,New York City,+1-212-620-4020,American (New),35
435,0,9 Jones Street,9 Jones St.,New York,+1-212-989-1220,American,173,Dottie's True Blue Cafe,522 Jones Street,San Francisco,+1-415-885-2767,Diner,727
436,1,Petrossian,182 W. 58th St.,New York,+1-212-245-2214,French,52,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
437,0,Palisades,1829 Peachtree Road,Atlanta,+1-404-350-6755,Continental,410,Nava,3060 Peachtree Road,Atlanta,+1-404-240-1984,Southwestern,706
438,0,Citrus,6703 Melrose Avenue,Los Angeles,+1-213-857-0034,Californian,6,Patina,5955 Melrose Avenue,Los Angeles,+1-213-467-1108,Californian,16
439,0,Viva Mercado's,6182 W. Flamingo Road,Las Vegas,+1-702-871-8826,Mexican,451,Buzio's in the Rio,3700 W. Flamingo Road,Las Vegas,+1-702-252-7697,Seafood,658
440,0,Mooses,1652 Stockton Street,San Francisco,+1-415-989-7800,Mediterranean,498,Campton Place,340 Stockton Street,San Francisco,+1-415-955-5555,American (New),98
441,0,Lespinasse,2 E. 55th St.,New York,+1-212-339-6719,American,43,Lutece,249 East 50th Street,New York City,+1-212-752-2225,French (Classic),44
442,0,Hard Rock Cafe,8600 Beverly Boulevard,Los Angeles,+1-310-276-7605,American,137,Tommy's,2575 Beverly Boulevard,Los Angeles,+1-213-389-9060,Hamburger,598
443,1,Lutece,249 E. 50th Street,New York,+1-212-752-2225,French,44,Lutece,249 E. 50th St.,New York City,+1-212-752-2225,French (Classic),44
444,0,Palisades,1829 Peachtree Road,Atlanta,+1-404-350-6755,Continental,410,Brookhaven Cafe,4274 Peachtree Road,Atlanta,+1-404-231-5907,Vegetarian,682
445,0,Dante's Down The Hatch Buckhead,3380 Peachtree Road Northeast,Atlanta,+1-404-266-1600,Continental,393,` Brasserie Le Coze ',3393 Peachtree Road NE,Atlanta,+1-404-266-1440,French Bistro,77
446,0,Lillie Langtry's,129 E. Fremont Street,Las Vegas,+1-702-385-7111,Asian,442,The Steakhouse,128 East Fremont Street,Las Vegas,+1-702-382-1600,Steakhouse,671
447,0,Cafe Pierre,2 E. 61st St.,New York,+1-212-940-8185,French,203,Aureole,34 E. 61st St.,New York City,+1-212-319-1660,American (New),25
448,0,March,405 E. 58th St.,New York,+1-212-754-6272,American,46,Petrossian,182 W. 58th St.,New York City,+1-212-245-2214,Russian,52
449,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,+1-702-731-7525,Only in Las Vegas,449,Moongate,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7352,Chinese,666
450,0,Ritz-Carlton Dining Room,3434 Peachtree Road Northeast,Atlanta,+1-404-237-2700,International Cuisine,90,Abruzzi,2355 Peachtree Road Northeast,Atlanta,+1-404-261-8186,Italian,74
451,0,Toulouse,B Peachtree Road North,Atlanta,+1-404-351-9533,French,92,La Grotta,2637 Peachtree Road Northeast,Atlanta,+1-404-231-1368,Italian,85
452,0,Binion's Coffee Shop,128 Fremont Street,Las Vegas,+1-702-382-1600,Coffee Shop,428,Hugo's Cellar,202 E Fremont Street,Las Vegas,+1-702-385-4011,Continental,661
453,1,Hawthorne Lane,22 Hawthorne Street,San Francisco,+1-415-777-9779,American,102,Hawthorne Lane,22 Hawthorne Street,San Francisco,+1-415-777-9779,Californian,102
454,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,+1-702-734-0410,Buffet,437,'Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,+1-702-891-7374,Seafood,659
455,0,Mary Mac's Tea Room,224 Ponce de Leon Avenue,Atlanta,+1-404-876-1800,Southern,86,Majestic,1031 Ponce De Leon Avenue,Atlanta,+1-404-875-0276,Diner,703
456,0,Golden Nugget Hotel,129 E. Fremont Street,Las Vegas,+1-702-385-7111,Buffet,440,Second Street Grill,200 East Fremont Street,Las Vegas,+1-702-385-6277,Pacific Rim,71
457,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,+1-702-739-4651,Eclectic,673
458,0,Binion's Coffee Shop,128 Fremont Street,Las Vegas,+1-702-382-1600,Coffee Shop,428,Stefano's,129 Fremont Street,Las Vegas,+1-702-385-7111,Italian,672
459,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,+1-213-655-8880,French,12,Mo Better Meatty Meat,7261 Melrose Avenue,Los Angeles,+1-213-935-5280,Hamburger,579
460,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,+1-702-791-7111,Continental,429,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,+1-702-893-0703,Steakhouses,667
