id,label,left_name,left_address,left_city,left_phone,left_category,left_class,right_name,right_address,right_city,right_phone,right_category,right_class
347,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,702-733-3111,coffee shops/diners,431,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
348,0,French Quarter Food Shop,923 Peachtree Street at 8th St,Atlanta,404-875-2489,southern,396,Ritz-Carlton Cafe,181 Peachtree St,Atlanta,404-659-0400,american (new),711
349,0,French Quarter Food Shop,923 Peachtree Street at 8th St,Atlanta,404-875-2489,southern,396,Ritz-Carlton Restaurant,181 Peachtree Street,Atlanta,404-659-0400,french (classic),91
350,0,Mambo Restaurante Cubano,1402 North Highland Avenue,Atlanta,404-874-2626,caribbean,406,Indigo Coastal Grill,1397 North Highland Avenue,Atlanta,404-876-0676,eclectic,84
351,0,Masa's,648 Bush Street,San Francisco,415-989-7154,french,106,Kelly's on Trinity,333 Bush Street,San Francisco,415-362-4454,californian,733
352,0,Bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
353,1,la folie,2316 Polk Street,San Francisco,415-776-5577,french,104,la folie,2316 Polk Street,San Francisco,415-776-5577,french (new),104
354,0,Border Grill,4th St,Los Angeles,310-451-1655,mexican,116,Andre's French Restaurant,401 S 6th St,Las Vegas,702-385-5016,french (classic),656
355,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,coffee shops/diners,433,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,702-369-6300,californian,670
356,0,dive !,10250 Santa Monica Boulevard,Los Angeles,310-788-,dive american,128,jiraffe,502 Santa Monica Boulevard,Santa Monica,310-917-6671,californian,558
357,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,702-733-3111,coffee shops/diners,431,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
358,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,702-894-7350,continental,657
359,1,The Palm,9001 Santa Monica Boulevard,Los Angeles,310-550-8811,american,15,The Palm (Los Angeles),9001 Santa Monica Boulevard,West Hollywood,310-550-8811,steakhouses,15
360,0,tomtom,3393 Peachtree Road,Atlanta,404-264-1163,continental,422,La Grotta,2637 Peachtree Road NE,Atlanta,404-231-1368,italian,85
361,1,Buckhead Diner,3073 Piedmont Road,Atlanta,404-262-3336,american,78,Buckhead Diner,3073 Piedmont Road,Atlanta,404-262-3336,american (new),78
362,0,Alley's End,311 West 17th Street,New York,212-627-8899,american,178,Cafe des Artistes,1 West 67th Street,New York City,212-877-3500,french (classic),27
363,0,masa's,648 Bush St.,San Francisco,415-989-7154,french,106,Martha's,25 22nd Street Grill,Hermosa Beach,310-376-7786,american,575
364,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,Peter Luger Steak House,178 Broadway,Brooklyn,718-387-7400,steakhouses,637
365,0,Alley's End,311 W 17th St,New York,212-627-8899,american,178,Yama,122 E 17th St,New York City,212-475-0969,japanese,654
366,1,Ritz-Carlton Restaurant and Dining Room,600 Stockton Street,San Francisco,415-296-7465,american,110,Ritz-Carlton Dining Room,600 Stockton Street,San Francisco,415-296-7465,french (new),110
367,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
368,0,China Grill,60 W 53rd St,New York,212-333-7788,american,219,La Cote Basque,60 W 55th St,New York City,212-688-6525,french (classic),40
369,0,tavola calda,7371 Melrose Avenue,Los Angeles,213-658-6340,italian,165,mo better meatty meat,7261 Melrose Avenue,Los Angeles,213-935-5280,hamburgers,579
370,0,eclipse,8800 Melrose Avenue,Los Angeles,310-724-5959,californian,132,Johnny Rockets,7507 Melrose Avenue,Los Angeles,213-651-3361,american,564
371,1,Hotel Bel-Air,701 Stone Canyon Road,Bel Air,310-472-1211,californian,2,Bel-Air Hotel,701 Stone Canyon Road,Bel Air,310-472-1211,californian,2
372,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7110,french (new),70
373,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,702-732-6330,coffee shops/diners,448,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,702-733-4524,french (new),665
374,0,Bistro Roti,155 Steuart St.,San Francisco,415-495-6500,french,457,Bistro The,56 E. Andrews Dr. NW,Atlanta,404-231-5733,french bistro,679
375,0,Taste of New Orleans,889 West Peachtree Street,Atlanta,404-874-5535,southern,421,Ritz-Carlton Cafe,181 Peachtree Street,Atlanta,404-659-0400,american (new),711
376,0,Hong Kong Flower Lounge,5322 Geary Boulevard,San Francisco,415-668-8998,asian,480,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,415-668-6654,thai,103
377,0,posto,14928 Ventura Boulevard,Sherman Oaks,818-784-4400,italian,156,Sushi Nozawa,11288 Ventura Boulevard,Studio City,818-508-7017,japanese,595
378,0,Binion's Coffee Shop,128 Fremont St.,Las Vegas,702-382-1600,coffee shops/diners,428,Second Street Grill,200 E. Fremont St.,Las Vegas,702-385-6277,pacific rim,71
379,0,Mary Mac's Tea Room,224 Ponce de Leon Avenue,Atlanta,404-876-1800,southern,86,Java Jive,790 Ponce de Leon Avenue,Atlanta,404-876-6161,coffee shops,698
380,0,Le Colonial,8783 Beverly Boulevard,Los Angeles,310-289-0660,asian,144,Tommy's,2575 Beverly Boulevard,Los Angeles,213-389-9060,hamburgers,598
381,1,picholine,35 W 64th St,New York,212-724-8585,mediterranean,53,picholine,35 W 64th St,New York City,212-724-8585,mediterranean,53
382,0,vong,200 East 54th Street,New York,212-486-9592,american,373,oceana,55 East 54th Street,New York City,212-759-5941,seafood,50
383,0,carta,1772 Market Street,San Francisco,415-863-3516,american,465,Cafe Flore,2298 Market Street,San Francisco,415-621-8579,californian,722
384,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
385,0,eclipse,8800 Melrose Avenue,Los Angeles,310-724-5959,californian,132,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16
386,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,coffee shops/diners,433,Em Eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
387,0,pano's and paul's,1232 W Paces Ferry Road,Atlanta,404-261-3662,international,88,riviera,519 E Paces Ferry Road,Atlanta,404-262-7112,mediterranean,712
388,0,Monkey Bar,60 E 54th St,New York,212-838-2600,american,308,Aquavit,13 W 54th St,New York City,212-307-7311,scandinavian,24
389,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
390,0,Virgil's,152 W 44th St,New York,212-921-9494,american,66,Island Spice,402 W 44th St,New York City,212-765-1737,caribbean,37
391,1,Campton Place,340 Stockton Street,San Francisco,415-955-5555,american,98,Campton Place,340 Stockton Street,San Francisco,415-955-5555,american (new),98
392,0,Dante's Down the Hatch Buckhead,3380 Peachtree Road,Atlanta,404-266-1600,continental,393,La Grotta,2637 Peachtree Road NE,Atlanta,404-231-1368,italian,85
393,0,Luna Si,1931 Peachtree Road,Atlanta,404-355-5993,continental,405,La Grotta,2637 Peachtree Road NE,Atlanta,404-231-1368,italian,85
394,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7110,french (new),70
395,0,21 club,21 W 52nd St,New York,212-582-7200,american,23,La Grenouille,3 E 52nd St,New York City,212-752-1495,french (classic),623
396,0,Border Grill,4th St,Los Angeles,310-451-1655,mexican,116,Island Spice,402 W 44th St,New York City,212-765-1737,caribbean,37
397,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Abruzzi,2355 Peachtree Road NE,Atlanta,404-261-8186,italian,74
398,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
399,0,California Culinary Academy,625 Polk Street,San Francisco,415-771-3500,french,463,Wa-Ha-Ka Oaxaca Mexican Grill,2141 Polk Street,San Francisco,415-775-1055,mexican,752
400,0,Le Madri,168 W 18th St,New York,212-727-8022,italian,289,Les Celebrites,155 W 58th St,New York City,212-484-5113,french (classic),42
401,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Road NE,Atlanta,404-237-2700,american (new),90
402,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,702-732-6330,coffee shops/diners,448,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72
403,1,Toulouse,293B Peachtree Road,Atlanta,404-351-9533,french,92,Toulouse,293B Peachtree Road,Atlanta,404-351-9533,french (new),92
404,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,702-733-3111,coffee shops/diners,431,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,702-733-4524,french (new),665
405,0,two two two,222 West 79th Street,New York,212-799-0400,american,368,Edison Cafe,228 West 47th Street,New York City,212-840-5000,diners,611
406,0,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664
407,0,Des Alpes,732 Broadway,San Francisco,415-788-9900,french,468,Carmine's,2450 Broadway,New York City,212-362-2200,italian,28
408,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,sterling brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673
409,0,dining room ritz-carlton buckhead,3434 Peachtree Road,Atlanta,404-237-2700,international,90,white house restaurant,3172 Peachtree Road NE,Atlanta,404-237-7601,diners,719
410,1,Mary Mac's Tea Room,224 Ponce de Leon Avenue,Atlanta,404-876-1800,southern,86,Mary Mac's Tea Room,224 Ponce de Leon Avenue,Atlanta,404-876-1800,southern/soul,86
411,0,Morton's,8764 Melrose Avenue,Los Angeles,310-276-5205,american,148,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16
412,1,rex il ristorante,617 South Olive Street,Los Angeles,213-627-2300,italian,19,rex il ristorante,617 South Olive Street,Los Angeles,213-627-2300,nuova cucina italian,19
413,1,Uncle Nick's,747 9th Avenue between 50th and 51st Sts.,New York,212-315-1726,mediterranean,64,Uncle Nick's,747 Ninth Avenue,New York City,212-245-7992,greek,64
414,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,702-732-6330,coffee shops/diners,448,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
415,0,Le Madri,168 West 18th Street,New York,212-727-8022,italian,289,San Francisco BBQ,1328 18th Street,San Francisco,415-431-8956,thai,744
416,0,Pano's and Paul's,1232 W Paces Ferry Road,Atlanta,404-261-3662,international,88,Hedgerose Heights Inn,490 E Paces Ferry Road NE,Atlanta,404-233-7673,continental,82
417,0,Ernie's,2150 Broadway between 75th and 76th Sts.,New York,212-496-1588,american,234,Rae's,2901 Pico Blvd.,Santa Monica,310-828-7937,diners,589
418,0,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67,EmERil's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
419,0,Carnival World,3700 West Flamingo Road,Las Vegas,702-252-7777,buffets,435,Fiore Rotisserie & Grille,3700 West Flamingo Road,Las Vegas,702-252-7702,italian,660
420,0,Moose's,1652 Stockton Street,San Francisco,415-989-7800,mediterranean,498,Joe's,1023 Abbot Kinney Boulevard,Venice,310-399-5811,american (new),560
421,0,The Palm,9001 Santa Monica Boulevard,Los Angeles,310-550-8811,american,15,jiraffe,502 Santa Monica Boulevard,Santa Monica,310-917-6671,californian,558
422,0,Swingers,8020 Beverly Boulevard,Los Angeles,213-653-5858,american,164,Koo Koo Roo,8393 West Beverly Boulevard,Los Angeles,213-655-9045,chicken,567
423,0,Jean Lafitte,68 W 58th St,New York,212-751-2323,french,272,Manhattan Ocean Club,57 W 58th St,New York City,212-371-7777,seafood,45
424,0,Ton Kiang,3148 Geary Boulevard,San Francisco,415-752-4440,asian,522,Khan Toke Thai House,5937 Geary Boulevard,San Francisco,415-668-6654,thai,103
425,0,vong,200 e 54th st,New York,212-486-9592,american,373,Wollensky's Grill,205 e 49th st,New York City,212-753-0444,steakhouses,653
426,0,Eclipse,8800 Melrose Avenue,Los Angeles,310-724-5959,californian,132,Citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6
427,0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,continental,70,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
428,0,Le Montrachet,3000 West Paradise Road,Las Vegas,702-732-5111,continental,69,Nicky Blair's,3925 Paradise Road,Las Vegas,702-792-9900,italian,668
429,0,Mandarin Court,1510 East Flamingo Road,Las Vegas,702-737-1234,asian,443,Tillerman's The,2245 East Flamingo Road,Las Vegas,702-731-4036,steakhouses,73
430,0,Second Street Grille,200 East Fremont Street,Las Vegas,702-385-3232,seafood,71,Steakhouse The,128 East Fremont Street,Las Vegas,702-382-1600,steakhouses,671
431,0,Border Grill,4th St,Los Angeles,310-451-1655,mexican,116,Veni Vidi Vici,41 14th St,Atlanta,404-875-8424,italian,93
432,1,lespinasse,2 E 55th St,New York,212-339-6719,american,43,lespinasse,2 E 55th St,New York City,212-339-6719,asian,43
433,0,felidia,243 e 58th st,New York,212-758-1479,italian,33,Lespinasse,2 e 55th st,New York City,212-339-6719,asian,43
434,1,Gotham Bar & Grill,12 E 12th St,New York,212-620-4020,american,35,Gotham Bar & Grill,12 E 12th St,New York City,212-620-4020,american (new),35
435,0,9 Jones Street,9 Jones Street,New York,212-989-1220,american,173,Dottie's True Blue Cafe,522 Jones Street,San Francisco,415-885-2767,diners,727
436,1,petrossian,182 West 58th Street,New York,212-245-2214,french,52,petrossian,182 West 58th Street,New York City,212-245-2214,russian,52
437,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Nava,3060 Peachtree Road,Atlanta,404-240-1984,southwestern,706
438,0,citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16
439,0,Viva Mercado's,6182 W Flamingo Road,Las Vegas,702-871-8826,mexican,451,Buzio's in the Rio,3700 W Flamingo Road,Las Vegas,702-252-7697,seafood,658
440,0,Moose's,1652 Stockton Street,San Francisco,415-989-7800,mediterranean,498,Campton Place,340 Stockton Street,San Francisco,415-955-5555,american (new),98
441,0,lespinasse,2 East 55th Street,New York,212-339-6719,american,43,lutece,249 East 50th Street,New York City,212-752-2225,french (classic),44
442,0,Hard Rock Cafe,8600 Beverly Boulevard,Los Angeles,310-276-7605,american,137,Tommy's,2575 Beverly Boulevard,Los Angeles,213-389-9060,hamburgers,598
443,1,Lutece,249 East 50th Street,New York,212-752-2225,french,44,Lutece,249 East 50th Street,New York City,212-752-2225,french (classic),44
444,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Brookhaven Cafe,4274 Peachtree Road,Atlanta,404-231-5907,vegetarian,682
445,0,Dante's Down the Hatch Buckhead,3380 Peachtree Rd,Atlanta,404-266-1600,continental,393,Brasserie Le Coze,3393 Peachtree Rd,Atlanta,404-266-1440,french bistro,77
446,0,Lillie Langtry's,129 E Fremont St,Las Vegas,702-385-7111,asian,442,Steakhouse The,128 E Fremont St,Las Vegas,702-382-1600,steakhouses,671
447,0,Cafe Pierre,2 E 61st St,New York,212-940-8185,french,203,Aureole,34 E 61st St,New York City,212-319-1660,american (new),25
448,0,March,405 East 58th Street,New York,212-754-6272,american,46,Petrossian,182 West 58th Street,New York City,212-245-2214,russian,52
449,0,the bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449,moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666
450,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Road NE,Atlanta,404-237-2700,international,90,Abruzzi,2355 Peachtree Road NE,Atlanta,404-261-8186,italian,74
451,0,Toulouse,1745 Peachtree Street NW,Atlanta,404-351-9533,french,92,La Grotta,2637 Peachtree Road NE,Atlanta,404-231-1368,italian,85
452,0,Binion's Coffee Shop,128 Fremont St.,Las Vegas,702-382-1600,coffee shops/diners,428,Hugo's Cellar,202 E. Fremont St.,Las Vegas,702-385-4011,continental,661
453,1,Hawthorne Lane,22 Hawthorne Street,San Francisco,415-777-9779,american,102,Hawthorne Lane,22 Hawthorne Street,San Francisco,415-777-9779,californian,102
454,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Emeril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
455,0,Mary Mac's Tea Room,224 Ponce de Leon Avenue,Atlanta,404-876-1800,southern,86,Majestic,1031 Ponce de Leon Avenue,Atlanta,404-875-0276,diners,703
456,0,Golden Nugget Hotel,129 E Fremont St,Las Vegas,702-385-7111,buffets,440,Second Street Grill,200 E Fremont St,Las Vegas,702-385-6277,pacific rim,71
457,0,Bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673
458,0,Binion's Coffee Shop,128 Fremont St.,Las Vegas,702-382-1600,coffee shops/diners,428,Stefano's,129 Fremont St.,Las Vegas,702-385-7111,italian,672
459,0,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french,12,Mo Better Meatty Meat,7261 Melrose Avenue,Los Angeles,213-935-5280,hamburgers,579
460,0,bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
461,0,Palisades,1829 Peachtree Road,Atlanta,404-350-6755,continental,410,Original Pancake House,4330 Peachtree Road,Atlanta,404-237-4116,american,708
462,0,Gabriela's,685 Amsterdam Avenue at 93rd St,New York,212-961-0574,mexican,253,Monsoon (NY),435 Amsterdam Avenue,New York City,212-580-8686,thai,629
463,1,Grill on the Alley,9560 Dayton Way,Los Angeles,310-276-0615,american,9,Grill The,9560 Dayton Way,Beverly Hills,310-276-0615,american (traditional),9
464,0,Luna Si,1931 Peachtree Road,Atlanta,404-355-5993,continental,405,Toulouse,293 Peachtree Road,Atlanta,404-351-9533,french (new),92
465,0,petrossian,182 W 58th St,New York,212-245-2214,french,52,Virgil's Real BBQ,152 W 44th St,New York City,212-921-9494,bbq,66
466,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Road,Atlanta,404-237-2700,ext 6108 international,89,Toulouse,293 Peachtree Road NE,Atlanta,404-351-9533,french (new),92
467,0,Postrio,545 Post Street,San Francisco,415-776-7825,american,109,Mifune,1737 Post Street,San Francisco,415-922-0337,japanese,107
468,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
469,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664
470,0,Swingers,8020 Beverly Boulevard,Los Angeles,213-653-5858,american,164,Tommy's,2575 Beverly Boulevard,Los Angeles,213-389-9060,hamburgers,598
471,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,Morton's of Chicago ( Las vegas ),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
472,0,Dante's Down the Hatch Buckhead,3380 Peachtree Rd,Atlanta,404-266-1600,continental,393,White House Restaurant,3172 Peachtree Rd NE,Atlanta,404-237-7601,diners,719
473,0,Annie's Thai Castle,3195 Roswell Road,Atlanta,404-264-9546,asian,381,Chopstix,4279 Roswell Road,Atlanta,404-255-4868,chinese,688
474,0,tomtom,3393 Peachtree Road,Atlanta,404-264-1163,continental,422,nava,3060 Peachtree Road,Atlanta,404-240-1984,southwestern,706
475,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,em eril's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659
476,0,Toulouse,1745 Peachtree Street,Atlanta,404-351-9533,french,92,Nava,3060 Peachtree Road,Atlanta,404-240-1984,southwestern,706
477,0,Katia's,600 5th Avenue,San Francisco,415-668-9292,,487,Sylvia's,328 Lenox Avenue,New York City,212-996-0660,southern/soul,644
478,0, Antonio's , 3700 West Flamingo Road,Las Vegas,702-252-7737,italian,423, Don Antonio's , 1136 Westwood Boulevard,Westwood,310-209-1422,italian,550
479,0,bruno,240 East 58th Street,New York,212-688-4190,italian,195,Sparks Steak House,210 East 46th Street,New York City,212-687-4855,steakhouses,641
480,0,Alain Rondelli,126 Clement Street,San Francisco,415-387-0408,french,94,Bill's Place,2315 Clement Street,San Francisco,415-221-5262,hamburgers,721
481,0,Luna Si,1931 Peachtree Road,Atlanta,404-355-5993,continental,405,Ritz-Carlton Cafe (Buckhead),3434 Peachtree Road NE,Atlanta,404-237-2700,american (new),89
482,0,Hedgerose Heights Inn,490 East Paces Ferry Road,Atlanta,404-233-7673,international,82,Canoe,4199 Paces Ferry Road,Atlanta,770-432-2663,american (new),684
483,0,Palace Court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,continental,70,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,702-894-7350,continental,657
484,0,Nate n al's,414 N Beverly Dr,Los Angeles,310-274-0101,american,149,Ruth's Chris Steak House,224 S Beverly Dr,Beverly Hills,310-859-8744,steakhouses,593
485,1,citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6,citrus,6703 Melrose Avenue,Los Angeles,213-857-0034,californian,6
486,0,Bone's,3130 Piedmont Road,Atlanta,404-237-2663,american,76,Carmine's,2450 Broadway,New York City,212-362-2200,italian,28
487,1,Locanda Veneta,3rd St,Los Angeles,310-274-1893,italian,13,Locanda Veneta,8638 W Third St,Los Angeles,310-274-1893,italian,13
488,0,fifty seven fifty seven,57 East 57th Street,New York,212-758-5757,american,239,manhattan ocean club,57 West 58th Street,New York City,212-371-7777,seafood,45
489,0,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16,Johnny Rockets,7507 Melrose Avenue,Los Angeles,213-651-3361,american,564
490,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Tre Visi,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674
491,0,Lanza Restaurant,168 1st Avenue Between 10th and 11th Sts.,New York,212-674-7014,italian,282,Thailand Restaurant,106 Bayard Street,New York City,212-349-3132,thai,649
492,0,Morton's,8764 Melrose Avenue,Los Angeles,310-276-5205,american,148,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french bistro,12
493,0,Margarita's Mexican Cantina,3120 Las Vegas Boulevard South,Las Vegas,702-794-8200,mexican,444,Moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666
494,0,Ritz-Carlton Restaurant and Dining Room,600 Stockton Street,San Francisco,415-296-7465,american,110,Campton Place,340 Stockton Street,San Francisco,415-955-5555,american (new),98
495,0,Le Marais,150 W 46th St,New York,212-869-0900,american,290,Sparks Steak House,210 E 46th St,New York City,212-687-4855,steakhouses,641
496,0,Morton's,8764 Melrose Avenue,Los Angeles,310-276-5205,american,148,Johnny Rockets,7507 Melrose Avenue,Los Angeles,213-651-3361,american,564
497,0,Circus Circus,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,buffets,437,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
498,0,Manhattan Cafe,1161 1st Ave between 63rd and 64th Sts,New York,212-888-6556,american,300,Manhattan Ocean Club,57 W 58th St,New York City,212-371-7777,seafood,45
499,0,steak house,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steak houses,72,Coyote Cafe,3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68
500,0,fenix,8358 Sunset Boulevard West,Hollywood,213-848-6677,american,7,Duke's,8909 Sunset Boulevard,West Hollywood,310-652-3100,coffee shops,551
501,0,Gotham Bar & Grill,12 E 12th St,New York,212-620-4020,american,35,Yama,122 E 17th St,New York City,212-475-0969,japanese,654
502,0,otabe,68 East 56th Street,New York,212-223-7575,asian,318,darbar,44 West 56th Street,New York City,212-432-7227,indian,609
503,0,Pacific Dining Car,6th St,Los Angeles,213-483-6000,american,153,Ti Couz,3108 16th St,San Francisco,415-252-7373,french,748
504,0,Lillie Langtry's,129 E Fremont St,Las Vegas,702-385-7111,asian,442,Hugo's Cellar,202 E Fremont St,Las Vegas,702-385-4011,continental,661
505,1,aqua,252 California Street,San Francisco,415-956-9662,seafood,95,aqua,252 California Street,San Francisco,415-956-9662,american (new),95
506,1,campanile,624 S La Brea Ave,Los Angeles,213-938-1447,american,4,campanile,624 S La Brea Ave,Los Angeles,213-938-1447,californian,4
507,0,Pen & Pencil,205 E 45th St,New York,212-682-8660,american,325,March,405 E 58th St,New York City,212-754-6272,american (new),46
508,0,Le Soleil,133 Clement Street,San Francisco,415-668-4848,asian,492,Bill's Place,2315 Clement Street,San Francisco,415-221-5262,hamburgers,721
509,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,702-894-7111,asian,662
510,0,Inca Grill,492 Broome Street near W Broadway,New York,212-966-3371,latin american,268,Mesa Grill,102 Fifth Ave,New York City,212-807-7400,southwestern,47
511,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67
512,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667
513,0,Tommy Tang's,7313 Melrose Avenue,Los Angeles,213-937-5733,asian,167,Le Chardonnay,8284 Melrose Avenue,Los Angeles,213-655-8880,french bistro,12
514,0,ferrier,29 E 65th St,New York,212-772-9000,french,238,John's Pizzeria,48 W 65th St,New York City,212-721-7001,pizza,618
515,0,Hong Kong Villa,2332 Clement Street,San Francisco,415-752-8833,asian,481,Bill's Place,2315 Clement Street,San Francisco,415-221-5262,hamburgers,721
516,0,the bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,702-369-6300,californian,670
517,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449,Madame Ching's,3300 Las Vegas Boulevard South,Las Vegas,702-894-7111,asian,662
